issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,red_ball_6,blue_ball_1,sales_amount,jackpot_amount
10086,42,5,21,28,29,30,31,8,10000000,0
10085,518,1,8,12,13,24,27,8,5240937,0
10084,57,2,10,14,18,20,30,3,7534175,0
10083,41,2,20,21,22,23,31,12,9608061,0
10082,226,1,8,13,14,27,31,2,7290600,0
10081,68,2,3,9,24,26,27,5,8487219,0
10080,71,8,10,13,14,16,23,16,7536015,0
10079,112,8,11,12,14,18,22,2,8911652,0
10078,119,1,3,9,11,17,23,12,6117079,0
10077,48,2,8,14,20,21,24,9,8298992,0
10076,63,1,12,14,29,31,32,15,10000000,0
10075,107,5,9,12,13,15,22,14,7155502,0
10074,177,2,10,17,18,19,29,15,6333999,0
10073,29,1,16,20,23,27,31,2,10000000,0
10072,187,6,8,22,23,30,31,1,10000000,0
10071,96,5,13,14,17,20,26,1,10000000,0
10070,117,8,13,23,27,31,33,7,7609408,0
10069,90,12,14,20,22,24,32,11,10000000,0
10068,176,3,13,18,20,23,28,13,5520849,0
10067,109,1,7,10,14,21,25,1,10000000,0
10066,100,1,3,21,22,31,32,7,10000000,0
10065,59,2,7,8,17,30,32,12,8173982,0
10064,73,8,14,25,26,30,31,11,6189007,0
10063,110,2,6,10,17,23,24,3,7472177,0
10062,42,11,13,15,20,31,33,3,10000000,0
10061,55,2,4,16,19,22,26,12,8973590,0
10060,77,1,8,15,18,22,27,9,6356897,0
10059,51,1,9,11,12,18,30,10,5000000,0
10058,68,1,4,11,17,19,29,12,5000000,0
10057,286,5,11,12,19,25,32,5,5563147,0
10056,28,1,2,3,8,13,32,7,5165998,0
10055,92,2,3,13,19,20,23,8,5671204,0
10054,76,1,6,8,12,14,25,6,6853284,0
10053,48,3,22,24,27,28,30,14,9027621,0
10052,39,1,2,19,23,27,29,10,8567740,0
10051,42,4,17,23,27,28,32,3,6277878,0
10050,61,7,21,22,26,28,30,11,10000000,0
10049,54,1,6,10,26,27,28,2,10000000,0
10048,100,1,6,8,10,23,33,2,9219875,0
10047,83,3,10,13,20,21,32,15,7493402,0
10046,66,11,12,21,23,27,32,5,5000000,0
10045,130,2,3,4,13,20,29,1,5000000,0
10044,125,3,9,21,23,27,31,5,5614558,0
10043,139,4,10,19,22,28,33,4,8592437,0
10042,92,3,6,11,20,31,32,10,6778234,0
10041,170,3,5,13,19,25,29,12,7371377,0
10040,73,12,19,24,25,30,32,11,7223074,0
10039,49,8,17,21,23,25,32,12,5000000,0
10038,47,1,6,7,11,13,16,1,5000000,0
10037,35,3,16,19,21,24,26,6,5000000,0
10036,157,6,13,14,28,29,30,8,5000000,0
10035,78,9,10,11,18,19,21,10,5000000,0
10034,106,6,11,13,22,25,32,12,5000000,0
10033,85,8,10,11,12,25,29,9,4049593,0
10032,193,8,18,21,28,29,33,8,3918553,0
10031,202,5,7,13,24,25,28,4,5992687,0
10030,114,3,6,10,16,25,31,5,7131891,0
10029,57,1,5,14,16,17,22,3,5814767,0
10028,149,1,3,6,12,16,32,12,10000000,0
10027,141,3,4,15,25,26,30,13,6670788,0
10026,65,2,4,5,8,19,22,12,9333700,0
10025,107,4,5,7,10,13,25,11,7212487,0
10024,58,7,16,26,27,29,31,14,7968284,0
10023,67,2,9,11,22,24,27,11,6672242,0
10022,76,1,2,18,29,31,32,2,8889822,0
10021,81,2,9,16,17,19,25,4,5000000,0
10020,40,5,6,14,22,24,26,9,5256329,0
10019,68,2,10,22,24,26,27,6,10000000,0
10018,88,11,28,29,30,32,33,2,10000000,0
10017,52,1,3,6,11,12,23,11,5795697,0
10016,83,2,8,10,12,30,33,16,6748009,0
10015,77,1,4,16,21,23,28,6,0,0
10014,86,1,3,7,14,26,28,2,5000000,0
10013,171,1,2,3,16,18,23,12,5454472,0
10012,129,2,8,13,14,25,33,10,6160856,0
10011,53,7,8,14,22,24,30,7,10000000,0
10010,119,7,8,12,15,22,26,8,5000000,0
10009,109,1,9,13,21,24,32,6,6064506,0
10008,61,5,7,13,15,18,30,14,10000000,0
10007,111,14,22,27,28,30,33,14,10000000,0
10006,94,3,5,7,13,14,18,5,6586154,0
10005,105,3,5,6,8,17,18,14,7631341,0
10004,53,1,12,13,16,23,28,7,8947527,0
10003,66,14,22,26,27,28,31,4,11666666,0
10002,47,3,6,7,23,30,33,13,12500000,0
10001,95,7,17,18,27,29,32,13,7777040,0
09154,91,1,7,12,14,18,25,16,10286648,0
09153,277,6,7,8,20,21,25,10,6910151,0
09152,96,3,4,19,21,27,28,5,7609404,0
09151,212,6,8,10,16,25,30,14,8618552,0
09150,68,4,6,7,16,19,20,4,12500000,0
09149,64,1,3,16,18,22,29,4,8942051,0
09148,117,6,12,15,22,29,32,10,6666666,0
09147,126,6,8,10,18,22,32,16,6666666,0
09146,89,3,9,16,20,22,33,15,5714285,0
09145,133,3,5,11,15,26,33,11,5416666,0
09144,87,1,5,10,17,18,29,12,6000000,0
09143,214,5,9,11,17,23,28,10,5589957,0
09142,142,7,11,15,19,20,24,13,6453692,0
09141,77,2,13,21,28,29,31,9,5601525,0
09140,71,4,5,11,18,22,33,12,15000000,0
09139,77,1,5,15,17,27,29,2,12500000,0
09138,46,4,7,14,26,32,33,14,7125713,0
09137,42,8,12,14,15,17,21,1,12500000,0
09136,44,1,4,14,22,30,33,1,7500000,0
09135,129,1,3,14,19,30,33,16,5555555,0
09134,65,3,5,12,15,28,33,6,5500000,0
09133,200,5,9,13,18,20,32,1,6000000,0
09132,130,4,14,15,21,23,30,7,6351887,0
09131,44,16,23,25,26,32,33,5,7500000,0
09130,80,2,3,7,12,13,30,11,6666666,0
09129,169,6,7,16,17,24,25,7,5250000,0
09128,162,5,8,15,16,26,32,1,7500000,0
09127,98,2,11,12,14,15,16,4,6094998,0
09126,101,3,5,6,10,19,23,15,7984966,0
09125,93,6,7,8,22,26,27,12,6416421,0
09124,65,3,4,22,23,28,30,10,6872428,0
09123,83,9,13,20,22,25,28,14,9629280,0
09122,154,7,14,16,27,29,32,1,9178537,0
09121,72,2,4,6,10,25,30,9,6755661,0
09120,60,1,2,8,12,16,30,16,10000000,0
09119,55,6,7,10,12,15,21,5,5000000,0
09118,43,12,16,25,26,27,31,5,4090714,0
09117,147,5,9,15,21,26,31,13,6172798,0
09116,53,5,17,21,25,27,32,14,6847139,0
09115,61,2,9,13,15,19,24,3,10000000,0
09114,182,3,5,11,12,31,32,11,5957982,0
09113,126,4,12,20,25,28,29,16,6736407,0
09112,55,6,7,18,24,30,32,9,6808630,0
09111,48,2,4,7,14,15,25,15,9392222,0
09110,105,4,10,13,15,19,30,14,10000000,0
09109,78,5,6,7,14,25,28,1,0,0
09108,78,4,10,17,28,32,33,2,6951813,0
09107,70,7,8,20,23,28,29,5,7435433,0
09106,48,1,2,15,18,20,29,4,7902193,0
09105,103,2,8,10,16,27,30,15,10000000,0
09104,39,20,22,26,29,30,32,16,7881551,0
09103,53,6,11,17,20,23,24,9,6155287,0
09102,63,3,5,7,8,14,31,10,6413323,0
09101,112,1,2,5,10,19,24,14,0,0
09100,75,2,11,17,27,30,33,11,6103224,0
09099,243,8,9,18,20,25,29,9,5061042,0
09098,265,3,14,15,20,23,30,2,5963743,0
09097,50,7,13,24,26,28,32,14,8784477,0
09096,93,1,26,27,31,32,33,3,10000000,0
09095,39,8,9,14,28,31,33,15,0,0
09094,90,3,16,22,25,26,33,14,9982212,0
09093,198,1,11,20,31,32,33,1,5425961,0
09092,66,2,6,7,14,18,31,8,6638823,0
09091,168,3,8,11,14,25,29,4,8563606,0
09090,137,7,9,14,20,23,30,14,8498567,0
09089,58,2,3,7,11,19,32,4,10000000,0
09088,78,4,7,11,15,16,17,2,0,0
09087,40,6,11,13,20,28,32,6,10000000,0
09086,47,11,12,13,18,23,32,11,8701558,0
09085,93,4,8,12,17,20,30,3,6613174,0
09084,53,4,9,11,20,32,33,13,10000000,0
09083,361,2,8,12,18,24,28,4,5930022,0
09082,52,11,15,18,21,27,29,2,10000000,0
09081,56,4,5,6,25,29,30,3,10000000,0
09080,48,1,11,13,25,32,33,6,8152908,0
09079,122,2,9,16,21,30,31,13,5000000,0
09078,88,5,7,12,14,15,20,13,5000000,0
09077,75,1,9,14,16,28,32,16,5000000,0
09076,98,9,18,19,25,28,31,6,4834333,0
09075,53,1,13,15,17,20,30,5,5000000,0
09074,296,5,10,16,19,23,28,13,5157893,0
09073,103,9,16,17,18,22,27,14,5000000,0
09072,40,1,3,12,20,21,29,4,6825455,0
09071,40,4,5,23,26,31,32,6,7345798,0
09070,42,1,2,9,10,21,31,10,8232130,0
09069,157,3,5,12,18,21,23,2,6519767,0
09068,213,6,11,18,20,25,30,5,6237692,0
09067,168,4,10,16,23,28,30,5,5722715,0
09066,34,2,15,19,24,31,32,4,8624059,0
09065,63,8,12,20,22,30,33,2,6633932,0
09064,66,1,2,14,23,28,29,15,8216973,0
09063,47,2,5,11,26,30,32,16,0,0
09062,120,10,19,20,21,23,32,10,6545986,0
09061,32,10,11,13,16,19,30,3,10000000,0
09060,40,7,13,17,26,32,33,4,10000000,0
09059,184,3,7,13,23,27,30,11,10000000,0
09058,150,5,8,10,15,23,26,9,5536087,0
09057,180,5,7,10,14,17,25,11,6995326,0
09056,66,4,9,10,18,29,32,8,7371213,0
09055,69,3,4,18,22,24,29,11,9920244,0
09054,73,16,17,23,26,31,32,11,6301530,0
09053,239,7,12,18,19,22,28,4,8260566,0
09052,66,9,11,15,19,21,30,8,6107335,0
09051,69,6,10,13,16,21,23,7,6740625,0
09050,35,13,21,24,29,30,32,4,9117209,0
09049,45,9,12,14,20,30,31,6,7189995,0
09048,85,3,7,11,15,17,31,1,8812747,0
09047,99,6,8,11,15,21,22,16,7616787,0
09046,37,16,20,21,26,29,30,9,6958577,0
09045,39,3,4,6,23,30,32,1,0,0
09044,50,11,14,16,18,26,30,1,5000000,0
09043,110,4,9,10,15,18,26,7,5000000,0
09042,79,8,16,22,23,27,30,11,5000000,0
09041,45,1,8,23,26,28,33,8,5000000,0
09040,246,4,7,10,20,26,30,12,5192140,0
09039,81,5,12,14,15,21,27,3,5000000,0
09038,52,12,13,15,23,28,32,5,5727829,0
09037,59,2,6,15,18,20,31,3,10000000,0
09036,69,6,9,18,23,32,33,7,7019955,0
09035,87,6,15,21,26,29,31,5,6870427,0
09034,107,9,12,18,21,22,26,7,7490582,0
09033,125,7,8,13,14,29,30,6,7230425,0
09032,102,9,11,12,19,27,32,6,5000000,0
09031,66,1,2,3,15,30,33,1,5000000,0
09030,56,8,14,24,26,28,32,7,5000000,0
09029,65,12,13,15,22,23,29,13,5000000,0
09028,258,3,6,12,15,23,26,10,5071025,0
09027,153,2,7,11,16,27,32,6,5332508,0
09026,73,11,15,17,18,20,30,16,7138180,0
09025,23,10,20,22,23,26,33,11,7817434,0
09024,51,1,3,17,23,30,33,12,7053240,0
09023,67,1,6,7,15,24,30,8,9640233,0
09022,69,5,8,9,10,11,18,8,7060480,0
09021,52,1,4,5,17,24,27,9,7808857,0
09020,65,3,5,7,10,19,23,13,8177396,0
09019,76,6,17,19,20,26,27,4,0,0
09018,78,2,5,6,19,27,30,15,7919150,0
09017,70,6,14,15,19,25,26,8,6522888,0
09016,85,2,7,13,16,20,33,3,6224936,0
09015,37,2,4,6,15,17,32,5,10000000,0
09014,70,3,6,9,14,15,18,2,7669580,0
09013,118,4,8,9,21,26,27,9,5788248,0
09012,80,5,11,14,17,18,28,1,7452727,0
09011,55,2,4,13,14,18,23,15,10000000,0
09010,100,3,10,17,19,20,24,2,0,0
09009,35,8,15,21,30,31,33,2,10000000,0
09008,99,4,15,16,22,32,33,2,7918908,0
09007,42,1,5,12,23,25,26,15,6471456,0
09006,80,6,12,18,20,26,33,2,10000000,0
09005,76,1,3,8,15,17,21,13,6796756,0
09004,84,3,11,13,17,28,31,3,6480108,0
09003,45,2,3,6,15,25,30,2,14000000,0
09002,143,10,14,17,25,29,33,14,8488140,0
09001,36,4,21,23,24,30,31,4,14000000,0
08154,89,2,5,7,21,22,26,8,5800000,0
08153,40,1,4,18,21,24,30,16,7000000,0
08152,46,1,4,6,22,26,30,8,6000000,0
08151,45,6,8,10,14,17,19,6,5666666,0
08150,41,4,19,22,24,29,32,2,7000000,0
08149,43,10,14,22,28,29,33,2,5666666,0
08148,56,3,5,9,22,26,28,9,9000000,0
08147,38,7,8,14,22,26,33,2,7000000,0
08146,79,7,8,17,19,31,32,10,5571428,0
08145,102,7,13,18,22,26,29,2,5571428,0
08144,41,2,5,10,27,29,33,15,6000000,0
08143,85,12,17,18,19,26,27,6,5800000,0
08142,127,5,6,10,13,17,28,15,5571428,0
08141,40,3,13,20,25,29,33,15,9000000,0
08140,38,7,14,16,29,30,31,14,5571428,0
08139,47,8,9,19,23,25,26,7,6333333,0
08138,44,7,14,19,23,25,32,4,5666666,0
08137,21,1,4,24,28,29,33,9,6000000,0
08136,104,5,9,10,12,18,28,2,9000000,0
08135,51,5,14,15,16,19,21,15,7000000,0
08134,84,10,15,19,20,28,32,2,5800000,0
08133,79,8,11,16,19,24,26,11,5363636,0
08132,95,9,13,16,25,27,33,8,7000000,0
08131,59,2,12,15,18,22,32,8,5571428,0
08130,37,1,12,18,28,30,32,6,7000000,0
08129,100,1,3,18,24,25,32,15,9000000,0
08128,52,1,5,19,20,27,33,5,6000000,0
08127,163,5,8,19,22,27,30,13,6333333,0
08126,47,4,11,12,14,20,30,13,6000000,0
08125,41,10,11,12,15,26,29,9,6000000,0
08124,69,1,7,10,13,21,22,3,7000000,0
08123,83,10,11,15,16,25,29,2,7000000,0
08122,134,2,8,11,14,19,26,15,7000000,0
08121,19,2,22,23,27,31,32,6,5000000,0
08120,42,10,11,22,24,26,33,2,5000000,0
08119,45,5,7,9,15,24,29,7,5000000,0
08118,43,4,9,16,27,31,33,1,5000000,0
08117,54,3,5,7,10,14,33,7,5000000,0
08116,88,3,7,21,22,24,29,14,5000000,0
08115,35,2,12,13,14,17,18,6,5000000,0
08114,69,4,9,20,24,25,31,14,5000000,0
08113,58,6,9,10,12,17,22,9,5000000,0
08112,38,5,13,14,19,22,23,6,0,0
08111,23,17,18,21,25,31,32,6,5000000,0
08110,35,10,16,22,23,29,31,2,5000000,0
08109,142,4,7,9,16,21,28,10,5000000,0
08108,70,9,10,15,17,23,30,12,5000000,0
08107,94,6,13,18,22,27,32,4,5000000,0
08106,24,14,19,25,27,29,30,15,5000000,0
08105,41,5,17,19,27,28,32,2,5000000,0
08104,101,3,6,8,17,24,31,1,5000000,0
08103,29,1,12,16,18,22,33,4,5000000,0
08102,106,3,7,12,21,25,32,5,5000000,0
08101,32,9,17,21,26,28,30,4,5000000,0
08100,121,8,14,17,21,27,28,14,5000000,0
08099,68,10,15,16,22,23,24,7,5000000,0
08098,55,6,7,10,11,15,30,1,5000000,0
08097,30,3,6,8,9,16,17,13,5000000,0
08096,83,6,8,12,24,27,31,14,5000000,0
08095,108,3,8,14,21,28,29,3,5000000,0
08094,45,1,4,15,16,23,28,14,0,0
08093,84,4,10,12,16,26,28,7,5000000,0
08092,43,1,3,18,27,28,30,5,5000000,0
08091,38,3,12,14,23,31,32,10,5000000,0
08090,96,2,7,14,18,19,24,1,5000000,0
08089,192,3,6,11,16,22,27,11,5000000,0
08088,40,1,6,8,16,17,23,5,5000000,0
08087,59,1,7,26,29,30,31,6,5000000,0
08086,37,4,5,10,26,27,30,12,5000000,0
08085,29,1,4,12,20,24,29,15,5000000,0
08084,133,4,7,13,20,29,30,16,5000000,0
08083,59,7,8,9,18,29,32,9,5000000,0
08082,52,4,8,10,12,21,26,9,5000000,0
08081,182,2,12,13,18,25,31,4,5000000,0
08080,37,4,14,22,25,29,32,14,5000000,0
08079,56,3,4,5,10,20,32,9,5000000,0
08078,29,6,13,16,26,30,33,1,5000000,0
08077,27,4,12,22,26,30,33,9,5000000,0
08076,44,2,5,7,11,13,18,11,5000000,0
08075,32,1,8,14,18,22,30,3,5000000,0
08074,38,1,11,15,19,20,24,9,0,0
08073,39,1,9,13,22,28,33,8,5000000,0
08072,70,1,5,10,18,22,30,9,5000000,0
08071,52,1,6,21,26,27,28,9,5000000,0
08070,25,5,6,12,15,18,33,13,0,0
08069,76,5,8,17,20,26,30,10,5000000,0
08068,66,5,7,17,23,27,29,7,5000000,0
08067,35,10,11,15,19,26,33,13,5000000,0
08066,92,7,12,21,22,29,30,8,5000000,0
08065,69,5,13,15,19,30,31,5,5000000,0
08064,43,1,2,7,9,12,18,12,5000000,0
08063,48,5,9,11,14,16,17,15,5000000,0
08062,59,6,8,13,17,24,27,15,5000000,0
08061,14,1,2,5,12,26,31,6,5000000,0
08060,34,6,7,8,17,30,32,3,5000000,0
08059,29,2,6,15,29,31,32,16,0,0
08058,79,1,12,21,27,29,31,11,5000000,0
08057,32,19,20,21,26,28,30,8,5000000,0
08056,65,8,13,22,23,25,30,7,5000000,0
08055,44,11,16,19,23,26,31,4,5000000,0
08054,58,2,6,16,17,20,25,7,3914695,0
08053,175,6,12,19,20,21,27,4,5000000,0
08052,311,2,10,17,23,29,31,10,5000000,0
08051,32,1,4,8,10,13,33,11,5000000,0
08050,39,1,11,19,24,26,27,3,5000000,0
08049,63,3,10,12,13,19,25,4,5000000,0
08048,66,11,18,21,27,30,32,1,5000000,0
08047,30,9,12,13,14,20,22,10,5000000,0
08046,21,15,16,18,24,28,33,15,5000000,0
08045,81,1,10,13,21,29,32,4,5000000,0
08044,63,5,7,9,20,26,29,9,5000000,0
08043,38,3,10,16,22,27,33,14,5000000,0
08042,168,3,4,9,11,12,24,1,5000000,0
08041,29,8,11,20,22,23,27,4,5000000,0
08040,29,6,13,22,25,27,28,9,5000000,0
08039,80,1,7,10,13,22,29,1,5000000,0
08038,38,3,9,10,11,15,19,13,5000000,0
08037,34,1,12,22,24,28,31,6,5000000,0
08036,218,2,6,13,18,23,28,16,5000000,0
08035,48,7,11,14,17,18,29,16,5000000,0
08034,123,3,5,9,11,21,29,9,5000000,0
08033,37,12,17,18,30,31,33,4,5000000,0
08032,61,5,14,16,21,23,28,13,0,0
08031,79,3,6,11,15,21,31,13,5000000,0
08030,44,6,15,18,19,20,28,11,5000000,0
08029,44,1,9,14,22,29,32,12,5000000,0
08028,40,1,13,21,26,29,32,10,5000000,0
08027,37,15,18,19,23,24,26,13,0,0
08026,42,5,17,19,27,29,32,3,5000000,0
08025,48,8,16,17,18,19,21,14,5000000,0
08024,30,11,20,21,26,28,30,13,5000000,0
08023,82,8,16,18,25,26,32,2,5000000,0
08022,59,12,18,20,24,28,32,5,0,0
08021,95,9,12,19,20,26,28,15,5000000,0
08020,207,3,10,13,15,28,30,3,5000000,0
08019,103,2,9,11,17,27,31,5,5000000,0
08018,23,2,5,6,23,26,33,13,5000000,0
08017,50,2,5,7,17,20,22,2,5000000,0
08016,22,3,12,14,21,29,33,13,0,0
08015,46,6,8,11,16,29,33,3,0,0
08014,195,3,9,11,17,21,31,14,5000000,0
08013,144,2,8,15,16,22,28,10,3412718,0
08012,54,3,4,5,16,20,30,13,5000000,0
08011,21,2,14,17,21,30,32,3,5000000,0
08010,196,3,8,11,17,21,27,9,4174608,0
08009,39,9,21,29,30,31,32,16,5000000,0
08008,43,2,15,16,23,26,27,7,5000000,0
08007,26,1,13,17,22,23,30,11,5000000,0
08006,35,1,14,16,18,22,27,14,5000000,0
08005,93,3,5,15,22,24,25,15,5000000,0
08004,40,4,8,22,23,27,29,8,5000000,0
08003,76,6,8,11,13,17,19,12,5000000,0
08002,66,3,4,18,22,25,29,9,5000000,0
08001,53,2,4,7,9,14,29,3,5000000,0
07153,79,1,4,19,20,25,31,15,5000000,0
07152,33,11,17,21,29,30,33,8,5000000,0
07151,73,1,6,10,11,23,25,2,5000000,0
07150,78,3,5,11,13,19,24,5,5000000,0
07149,23,1,17,19,22,28,30,3,5000000,0
07148,169,3,9,16,17,23,28,7,2056918,0
07147,74,3,7,18,24,26,27,4,5000000,0
07146,41,4,18,22,24,26,30,9,5000000,0
07145,44,8,9,11,12,25,31,11,5000000,0
07144,59,8,14,23,25,28,32,16,5000000,0
07143,22,1,6,22,23,24,26,4,5000000,0
07142,35,11,20,25,26,27,30,8,0,0
07141,33,2,3,4,6,17,31,8,5000000,0
07140,54,1,5,16,21,22,26,11,5000000,0
07139,62,6,10,12,14,16,22,6,5136363,0
07138,85,2,3,15,17,19,25,16,0,0
07137,74,3,7,8,18,20,22,3,5428571,0
07136,26,1,2,18,21,25,29,14,6500000,0
07135,32,1,11,16,26,31,33,16,0,0
07134,47,1,4,10,13,18,25,15,8000000,0
07133,64,3,6,7,11,13,33,10,5545454,0
07132,33,1,9,16,21,22,23,5,0,0
07131,29,3,5,7,16,22,27,5,6000000,0
07130,98,3,5,9,11,27,31,4,5600000,0
07129,93,5,7,20,21,22,30,8,5174527,0
07128,45,9,10,19,21,27,31,5,8000000,0
07127,78,6,9,13,16,24,28,11,5176470,0
07126,124,9,10,19,23,26,31,9,5600000,0
07125,71,3,5,18,20,27,33,1,0,0
07124,41,3,7,13,16,19,32,16,0,0
07123,19,1,13,15,23,28,32,2,6500000,0
07122,80,4,7,19,24,26,32,9,5428571,0
07121,28,3,10,21,22,27,28,6,11000000,0
07120,38,6,7,11,12,18,25,1,0,0
07119,58,3,8,11,13,25,31,12,4336379,0
07118,48,4,10,16,18,25,32,15,6200000,0
07117,31,3,7,9,10,26,32,1,0,0
07116,85,3,5,7,11,17,27,13,5857142,0
07115,53,1,5,10,16,20,26,2,0,0
07114,167,5,12,15,24,27,33,5,5250000,0
07113,26,4,18,23,25,26,31,10,8000000,0
07112,38,7,11,14,16,25,32,11,11000000,0
07111,20,2,9,10,12,13,17,11,0,0
07110,41,2,4,7,15,24,28,3,5750000,0
07109,50,1,4,7,8,13,14,4,6500000,0
07108,77,3,7,12,13,20,33,2,6000000,0
07107,38,2,8,9,18,24,28,10,5500000,0
07106,20,12,18,21,24,25,29,8,8000000,0
07105,111,2,7,10,17,23,29,14,5500000,0
07104,30,2,8,12,14,20,32,4,5000000,0
07103,26,7,9,25,27,30,32,1,0,0
07102,27,4,6,8,18,20,33,11,5000000,13
07101,19,15,16,18,21,22,30,14,5000000,0
07100,43,8,18,27,29,30,32,6,5000000,0
07099,61,3,4,14,27,31,33,5,5000000,10
07098,45,2,3,5,11,19,20,12,5000000,0
07097,48,4,8,13,18,26,30,11,5000000,0
07096,31,9,10,20,22,30,32,8,5000000,02
07095,54,1,6,8,18,29,32,7,5000000,0
07094,41,3,5,18,19,24,32,2,5000000,0
07093,142,5,10,13,15,19,29,2,5000000,15
07092,33,14,18,22,23,24,33,9,5000000,0
07091,25,2,11,17,30,31,32,7,5000000,0
07090,49,5,11,13,27,30,31,2,5000000,10
07089,102,3,7,8,15,19,28,3,5000000,0
07088,22,2,4,10,28,29,33,6,5000000,0
07087,34,1,3,4,5,8,21,9,5000000,04
07086,67,5,8,14,22,27,29,16,5000000,0
07085,48,2,12,17,19,29,30,12,5000000,0
07084,29,6,10,12,14,20,27,10,5000000,03
07083,37,11,14,18,20,21,26,5,5000000,0
07082,46,5,15,17,18,25,32,15,5000000,0
07081,58,9,14,15,19,24,33,13,5000000,16
07080,125,1,8,16,18,19,29,4,5000000,0
07079,41,3,4,14,20,21,25,14,5000000,0
07078,23,4,6,7,23,25,32,1,5000000,13
07077,68,6,8,14,21,28,29,2,5000000,0
07076,29,6,12,15,16,20,31,2,0,0
07075,34,13,16,17,22,30,32,3,5000000,02
07074,47,8,13,15,25,27,28,3,5000000,0
07073,55,5,9,11,19,28,31,2,5000000,0
07072,40,2,4,8,13,14,33,16,5000000,14
07071,37,1,6,14,21,30,31,9,5000000,0
07070,54,6,8,15,17,18,30,12,5000000,0
07069,17,3,4,11,12,14,32,12,5000000,06
07068,24,11,18,19,22,23,28,1,5000000,0
07067,27,6,11,13,17,21,23,11,5000000,0
07066,49,5,11,16,24,32,33,8,5000000,09
07065,69,4,7,19,21,25,31,7,5000000,0
07064,23,2,6,9,16,21,23,16,5000000,0
07063,48,10,15,17,24,26,28,12,5000000,04
07062,30,8,17,20,29,30,33,9,5000000,0
07061,25,1,6,7,11,20,23,5,0,0
07060,42,1,2,8,16,19,29,5,5000000,06
07059,12,1,3,4,6,7,29,14,0,0
07058,85,7,8,10,13,25,27,7,5000000,0
07057,27,5,11,18,19,20,21,9,5000000,03
07056,26,14,17,21,29,31,32,12,5000000,0
07055,66,2,6,11,22,28,29,2,5000000,0
07054,35,1,3,16,18,23,28,5,5000000,03
07053,19,10,13,16,17,18,27,11,5000000,0
07052,25,2,3,7,8,26,29,7,5000000,0
07051,30,3,14,16,26,27,33,13,5000000,081114
07050,87,1,5,8,13,18,25,2,5000000,041216
07049,39,4,14,18,19,31,33,2,5000000,101314
07048,56,2,11,12,15,17,28,12,5000000,03
07047,57,2,4,16,18,23,30,6,5000000,0
07046,54,2,6,7,9,19,26,14,5000000,0
07045,71,1,12,18,21,28,30,10,5000000,05
07044,47,9,13,20,21,24,32,8,5000000,0
07043,39,3,8,10,11,14,30,5,5000000,0
07042,27,3,13,16,19,32,33,8,0,04
07041,47,1,3,9,11,26,31,12,5000000,0
07040,45,13,14,15,19,24,30,10,0,0
07039,82,6,7,19,24,27,29,1,5000000,05
07038,26,3,11,14,19,21,30,5,5000000,0
07037,12,10,11,16,23,31,33,16,0,0
07036,18,3,14,21,23,30,31,10,5000000,11
07035,15,1,4,8,12,29,31,6,5000000,0
07034,61,2,9,12,14,23,25,16,0,0
07033,103,3,4,11,17,18,28,9,5000000,15
07032,50,4,8,16,24,30,32,16,5000000,0
07031,41,4,6,10,12,19,31,1,5000000,0
07030,51,3,16,21,22,27,30,4,5000000,02
07029,64,6,8,9,11,19,21,10,5000000,0
07028,69,3,8,13,20,29,30,11,5000000,0
07027,25,2,3,9,22,24,27,11,0,13
07026,51,1,4,14,16,26,29,10,5000000,0
07025,50,3,16,18,22,23,26,3,5000000,0
07024,52,8,9,17,25,27,32,6,5000000,15
07023,38,3,7,13,17,32,33,2,5000000,101316
07022,52,2,4,7,10,18,27,10,5000000,081214
07021,30,3,6,9,11,25,31,13,5000000,050916
07020,86,5,10,16,20,28,31,14,5000000,031011
07019,210,4,11,16,23,29,31,14,5000000,021216
07018,77,1,12,18,20,21,26,11,5000000,021013
07017,46,5,9,10,24,25,32,14,5000000,0
07016,35,1,18,20,22,26,33,5,5000000,0
07015,72,3,4,8,18,22,30,15,5000000,11
07014,33,1,13,16,20,24,26,9,5000000,0
07013,45,5,15,18,27,29,32,5,5000000,0
07012,26,3,5,7,21,26,28,4,5000000,16
07011,24,3,10,15,25,28,33,16,5000000,0
07010,37,3,8,14,17,30,32,5,5000000,0
07009,78,2,4,14,15,25,27,15,5000000,14
07008,38,1,4,5,18,19,25,10,5000000,0
07007,31,4,12,15,17,22,32,14,5000000,0
07006,82,6,10,14,22,26,27,11,5000000,06
07005,28,1,5,6,16,24,30,12,5000000,0
07004,38,3,7,10,13,25,33,10,5000000,0
07003,98,5,9,11,12,22,27,15,5000000,091416
07002,45,5,6,14,20,21,22,1,5000000,041415
07001,40,2,4,9,10,20,26,14,5000000,041215
06154,34,7,14,18,20,30,33,13,5000000,01
06153,26,1,7,11,20,30,33,10,5000000,0
06152,29,1,14,20,25,27,31,15,5000000,0
06151,29,1,3,4,6,16,22,8,5000000,14
06150,84,8,9,12,18,25,27,12,5000000,0
06149,34,2,3,5,11,15,32,15,5000000,0
06148,64,4,8,12,13,23,29,1,5000000,13
06147,62,1,4,15,17,27,31,1,5000000,0
06146,62,3,9,13,23,28,30,5,5000000,0
06145,33,2,7,23,26,28,31,7,5000000,06
06144,29,4,10,13,16,22,29,6,0,0
06143,19,1,15,20,29,31,32,8,5000000,0
