issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,blue_ball_1,blue_ball_2,sales_amount,jackpot_amount
12151,"158,969",3,19,20,24,33,3,4,24,69714376
12150,"426,703",2,14,18,24,31,2,3,12,51830291
12149,"83,375",2,10,23,33,34,5,10,39,30708485
12148,"81,411",4,16,27,29,34,6,11,44,32076134
12147,"351,175",2,3,17,19,33,2,9,14,28529333
12146,"143,280",1,10,13,17,26,6,8,30,22302458
12145,"37,323",5,22,31,33,35,6,9,51,22893881
12144,"132,393",11,13,14,21,29,1,10,35,3369368
12143,"12,297",9,27,29,30,31,3,6,101,102870962
12142,"50,494",15,19,29,34,35,7,10,58,109794215
12141,"77,703",3,11,19,23,34,2,12,53,109227850
12140,"12,000",7,17,27,28,29,9,10,169,102910036
12139,"82,131",9,10,12,22,25,4,11,46,159798479
12138,"95,230",13,17,27,31,33,6,12,43,168189135
12137,"164,876",3,12,20,21,27,1,6,27,176275822
12136,"18,747",2,23,29,30,31,1,4,106,187811157
12135,"143,708",3,5,17,18,33,6,7,34,195352677
12134,"34,907",1,6,18,32,35,2,7,70,174119756
12133,"185,749",5,7,13,29,30,1,5,24,177867882
12132,"25,631",5,8,21,25,33,1,11,126,158224875
12131,"106,385",2,16,18,27,30,8,12,29,165300948
12130,"135,733",14,19,23,29,30,6,7,21,162055982
12129,"113,161",1,7,21,28,31,3,9,30,162359872
12128,"12,000",9,10,19,30,31,4,11,136,158101513
12127,"138,429",12,13,14,25,35,10,12,31,232101513
12126,"239,654",13,14,21,28,29,5,10,21,222582953
12125,"146,921",6,14,17,22,35,1,2,28,202092498
12124,"47,510",7,11,19,20,35,5,10,55,185343410
12123,"60,961",5,8,18,30,33,1,9,44,183245311
12122,"70,347",23,24,25,29,31,3,12,55,185975688
12121,"50,260",7,18,20,29,30,5,6,59,180675093
12120,"57,143",2,10,21,23,29,3,4,52,205781709
12119,"134,869",5,6,9,19,32,6,9,25,203401661
12118,"131,161",5,17,25,30,33,1,12,30,198330008
12117,"17,809",1,12,18,21,33,7,8,134,181213469
12116,"133,899",1,11,18,20,22,7,10,24,184689749
12115,"440,674",1,6,13,19,23,6,9,9,169023532
12114,"274,665",3,6,21,33,35,1,7,18,154150771
12113,"16,202",3,10,22,27,29,3,12,84,133756829
12112,"138,505",1,2,28,31,35,5,7,26,140279011
12111,"235,216",1,24,25,30,33,4,11,17,143493586
12110,"72,231",1,11,17,19,26,5,12,33,125852385
12109,"70,721",1,22,30,32,35,9,11,42,144611573
12108,"68,970",6,7,12,24,35,2,6,48,157260079
12107,"138,633",4,7,9,22,33,1,3,28,153914360
12106,"231,810",15,23,25,29,31,9,10,15,137174318
12105,"152,455",5,6,14,15,31,6,8,26,138411865
12104,"205,246",16,18,24,25,27,4,9,20,140640872
12103,"224,066",2,9,18,23,24,1,4,21,121552988
12102,"207,994",2,4,6,13,35,4,8,22,118360865
12101,"231,955",2,5,8,9,31,3,7,16,109329359
12100,"62,386",7,9,13,19,27,1,3,40,97280598
12099,"289,212",12,18,24,25,32,2,12,17,160992010
12098,"54,156",2,11,28,29,30,6,12,47,140602551
12097,"112,192",9,17,24,29,32,1,2,26,142144368
12096,"78,763",5,10,19,24,35,8,9,44,138933742
12095,"132,377",6,9,22,27,30,8,12,29,122925022
12094,"98,269",2,14,23,32,35,1,10,26,127108672
12093,"204,182",2,16,21,31,33,4,11,22,133431285
12092,"138,762",8,9,23,25,31,2,12,23,124289219
12091,"104,572",3,10,28,31,33,1,9,28,129358969
12090,"100,333",2,21,27,29,33,2,10,37,130347386
12089,"159,223",6,12,21,29,32,6,11,23,125297322
12088,"224,000",13,17,24,30,35,2,10,14,108698300
12087,"261,323",1,6,7,21,31,4,11,16,110130296
12086,"201,532",3,20,25,29,32,5,10,17,95922991
12085,"84,670",7,18,29,31,33,10,12,33,82168393
12084,"149,762",21,24,27,29,31,1,2,31,122538709
12083,"141,296",16,19,28,29,31,5,8,26,119081870
12082,"173,824",2,4,9,10,15,8,10,22,114033805
12081,"107,580",10,16,17,30,35,1,8,36,113317516
12080,"209,925",11,12,14,25,28,2,5,19,110424961
12079,"421,285",1,5,25,32,33,1,10,11,92633784
12078,"107,431",1,2,23,25,35,5,12,38,80255739
12077,"12,000",10,30,32,33,34,2,3,135,82771249
12076,"378,898",2,14,16,22,24,2,5,14,110771249
12075,"180,579",7,9,10,18,22,5,10,24,90026538
12074,"77,398",10,22,23,30,32,1,7,47,70930242
12073,"155,368",18,23,29,33,34,2,7,25,311595963
12072,"198,049",4,8,17,22,25,4,10,23,306680564
12071,"119,225",13,23,29,31,34,6,8,33,286925096
12070,"137,976",9,22,23,32,34,6,8,28,292784939
12069,"387,023",2,4,22,25,34,2,11,14,276745169
12068,"23,820",1,21,31,32,35,3,6,70,263814038
12067,"216,836",20,22,27,30,33,1,2,19,256596305
12066,"217,826",1,20,25,29,33,4,6,20,247731515
12065,"82,748",10,22,28,29,34,5,11,41,227963752
12064,"183,103",9,12,13,15,30,9,10,23,229995094
12063,"76,924",11,25,26,29,35,1,2,43,227036376
12062,"12,000",21,32,33,34,35,8,9,507,228347790
12061,"54,644",5,10,14,27,33,7,9,69,384347790
12060,"216,993",2,16,21,24,30,6,10,22,384536427
12059,"201,502",9,13,19,21,27,3,4,24,379705028
12058,"44,634",13,21,29,31,35,4,12,59,386647639
12057,"203,780",1,2,14,33,34,3,5,22,395939072
12056,"151,337",11,21,23,26,34,7,9,24,386376159
12055,"38,116",7,22,26,32,33,1,8,59,387386703
12054,"399,703",1,16,18,27,30,10,11,12,391349045
12053,"223,260",11,12,26,28,31,7,12,20,395477861
12052,"166,280",10,20,26,31,33,10,12,22,377226308
12051,"233,300",1,2,17,18,33,5,12,22,370141010
12050,"116,073",13,17,22,28,29,1,10,31,357744136
12049,"151,668",9,18,22,27,31,10,12,24,358707839
12048,"29,716",6,9,26,30,35,5,6,73,343351390
12047,"218,464",5,7,17,30,34,3,10,14,355708159
12046,"138,765",4,8,19,23,27,4,11,23,342272592
12045,"41,727",5,11,17,20,28,11,12,87,327494107
12044,"504,082",3,4,14,32,35,1,2,11,325410674
12043,"155,260",1,6,25,31,34,3,9,17,330934635
12042,"119,549",7,24,27,28,35,7,12,33,317892751
12041,"156,216",1,2,13,22,23,2,10,27,328725027
12040,"139,686",2,13,23,28,29,1,5,30,324915094
12039,"67,415",15,21,22,24,35,1,5,60,305743107
12038,"425,213",11,23,25,31,35,1,3,10,308092525
12037,"100,038",9,13,27,31,35,3,10,27,288320107
12036,"61,841",1,9,20,30,31,8,12,84,275715296
12035,"167,025",1,4,30,32,35,8,12,26,255400272
12034,"218,764",1,8,15,16,29,8,9,18,259501847
12033,"105,351",8,13,19,27,32,1,8,41,261869884
12032,"98,441",7,8,16,26,34,7,11,42,241879359
12031,"234,813",19,21,23,25,30,3,8,18,222387989
12030,"367,456",3,21,22,26,32,1,3,15,224610048
12029,"125,662",4,7,8,18,29,7,10,27,213113822
12028,"60,766",10,12,15,33,34,3,10,35,198411361
12027,"104,474",3,10,11,22,31,5,7,39,189752158
12026,"15,321",10,11,22,23,29,2,9,55,209315120
12025,"139,176",1,2,5,12,27,4,7,30,220170940
12024,"88,565",3,11,17,21,30,3,7,44,210442692
12023,"147,322",7,9,17,29,35,9,10,27,231239956
12022,"43,777",7,12,20,33,35,1,10,66,230699005
12021,"191,350",10,15,21,31,34,7,8,25,237838706
12020,"153,622",12,14,27,29,34,3,6,27,241041919
12019,"201,424",7,9,17,30,34,1,12,19,232722464
12018,"235,881",3,10,14,29,31,4,8,20,227011384
12017,"12,000",6,11,22,29,34,3,12,338,205074410
12016,"164,830",5,14,20,29,31,8,12,26,294074410
12015,"102,262",12,13,24,26,33,6,8,34,275778245
12014,"201,987",10,14,24,30,32,1,12,21,281574644
12013,"159,190",7,8,11,12,24,1,2,24,281212681
12012,"144,991",6,18,22,30,35,2,7,29,320252410
12011,"91,013",5,19,22,29,30,2,4,35,318247147
12010,"102,158",25,26,29,32,34,5,7,34,314253773
12009,"136,635",6,14,20,29,35,9,10,32,299389761
12008,"60,706",6,8,30,31,32,1,11,52,289611772
12007,"91,632",4,5,13,17,25,7,10,39,286271587
12006,"163,276",3,20,22,25,27,1,9,29,280396272
12005,"102,548",1,2,29,31,33,7,12,34,268966261
12004,"101,974",10,11,22,31,32,6,7,32,254045459
12003,"233,481",16,22,24,33,34,3,10,21,239743471
12002,"105,304",3,11,14,26,29,7,8,31,238711466
12001,"12,000",7,27,28,32,33,1,12,138,234100467
11154,"186,045",4,12,16,20,28,8,11,25,262691603
11153,"81,259",6,22,29,30,35,3,5,44,243156811
11152,"279,657",1,4,6,21,35,2,11,14,228103496
11151,"155,746",7,11,14,20,27,3,10,27,210904537
11150,"12,000",13,22,30,33,34,6,12,93,211919872
11149,"207,058",2,7,12,29,31,3,5,22,245776977
11148,"67,965",7,10,11,26,31,3,4,46,236831159
11147,"162,994",1,15,16,27,28,2,7,28,238328635
11146,"132,310",9,13,19,29,34,2,11,28,227180037
11145,"82,336",7,15,19,24,29,4,6,49,208226606
11144,"50,520",7,18,24,28,33,2,3,51,197910066
11143,"116,835",8,9,12,25,33,7,10,32,186088213
11142,"189,733",4,26,30,33,34,4,6,21,180227762
11141,"31,554",2,11,19,22,35,10,12,69,190726011
11140,"58,693",1,12,32,33,34,9,11,41,194719682
11139,"214,713",4,6,10,15,16,3,4,23,204116699
11138,"76,360",17,23,26,30,32,6,12,43,192215936
11137,"151,985",2,15,18,23,31,1,2,26,205106425
11136,"362,786",8,9,11,19,33,3,12,14,187894014
11135,"161,505",6,22,29,33,35,3,12,24,183215202
11134,"304,442",1,10,12,14,17,9,10,15,176136024
11133,"67,958",4,11,23,26,35,3,12,60,155586179
11132,"226,636",12,14,16,19,33,2,9,17,181219052
11131,"109,975",3,5,12,18,33,7,11,29,173711416
11130,"234,594",8,9,13,23,35,11,12,17,169772009
11129,"120,946",1,7,13,18,23,4,8,32,166898558
11128,"182,549",3,4,6,11,13,1,2,28,147214578
11127,"148,889",1,11,22,26,29,5,8,25,126403896
11126,"28,651",7,17,29,30,33,10,12,72,121775456
11125,"148,773",7,10,27,34,35,10,12,25,126631088
11124,"126,311",8,12,14,20,25,6,8,33,109336208
11123,"80,442",10,14,18,19,35,1,6,37,90578986
11122,"93,211",3,8,23,24,34,5,12,36,88150642
11121,"125,927",2,3,30,31,33,3,9,32,88050408
11120,"55,937",20,25,26,30,31,9,10,45,70955762
11119,"125,407",4,15,20,26,31,6,12,37,132763457
11118,"166,295",4,7,11,32,35,5,7,29,113105840
11117,"35,208",10,12,28,32,33,3,5,44,93150429
11116,"271,067",10,15,18,19,26,7,12,14,91469633
11115,"185,301",17,26,30,31,35,6,11,18,75408885
11114,"137,669",6,8,17,27,35,2,11,28,59148718
11113,"262,084",4,5,7,10,12,4,5,15,43144622
11112,"29,891",6,17,28,32,33,8,12,75,36043587
11111,"189,143",2,11,13,23,31,11,12,17,25888039
11110,"12,000",30,31,33,34,35,4,7,1203,10000000
11109,"173,618",1,11,12,22,34,8,10,25,52990177
11108,"161,578",7,15,18,24,28,1,7,26,38197639
11107,"61,825",2,6,18,30,32,1,8,42,20989564
11106,"16,698",1,9,29,30,35,5,9,150,0
11105,"252,626",2,11,26,32,33,5,12,19,47353889
11104,"27,486",7,19,27,28,34,2,5,78,27080587
11103,"141,918",3,4,26,29,34,1,3,33,27371055
11102,"200,597",19,24,28,31,34,4,12,19,25254149
11101,"12,430",5,12,20,28,30,3,7,158,14156217
11100,"71,923",8,11,13,28,33,8,9,50,260611163
11099,"170,187",2,6,9,12,20,5,8,24,258383576
11098,"136,934",6,7,28,33,35,1,10,32,257814962
11097,"204,265",4,19,28,31,33,11,12,27,256846500
11096,"52,769",3,8,20,24,25,1,2,71,245245462
11095,"38,056",9,12,17,19,29,6,11,71,244892108
11094,"65,881",11,21,22,32,34,4,8,58,242990584
11093,"208,394",4,6,8,19,31,10,11,18,252703120
11092,"121,259",10,17,19,32,33,1,12,30,234885420
11091,"80,880",11,17,23,29,30,6,8,54,234735997
11090,"184,156",2,4,29,30,34,5,8,21,223262272
11089,"238,538",5,6,23,27,34,3,4,24,207931278
11088,"183,525",20,21,27,29,35,3,8,28,184852679
11087,"22,536",6,13,20,25,34,7,9,82,192547274
11086,"223,417",4,5,6,9,15,1,6,19,200963433
11085,"121,690",2,17,19,21,22,3,10,30,181023381
11084,"83,255",14,29,31,34,35,1,12,48,199987836
11083,"42,336",6,8,18,20,24,4,8,73,182379281
11082,"172,554",7,20,25,30,32,5,9,31,184396669
11081,"129,382",4,13,20,21,35,2,9,28,197429220
11080,"110,792",5,12,30,31,32,1,3,35,180641784
11079,"275,371",1,3,23,30,31,2,10,19,162610282
11078,"55,977",4,9,16,27,30,2,6,65,146794221
11077,"112,895",5,8,19,33,34,1,12,36,149491545
11076,"198,796",18,23,25,29,30,1,2,25,140694437
11075,"300,147",6,9,20,23,28,6,10,17,137633524
11074,"21,182",7,16,23,28,31,3,6,142,138721670
11073,"93,341",13,19,20,22,33,5,11,43,317666106
11072,"163,834",3,11,13,20,35,3,8,30,319871133
11071,"12,000",27,31,33,34,35,4,6,184,299596663
11070,"12,000",9,19,22,29,30,2,8,147,306602546
11069,"61,515",3,5,28,29,33,4,12,56,377697008
11068,"617,126",1,13,16,18,32,7,9,9,380952965
11067,"23,547",10,17,22,24,32,3,10,88,367347891
11066,"127,883",6,13,18,20,33,9,10,36,395795484
11065,"182,044",3,11,14,25,34,1,4,27,375078277
11064,"301,345",1,6,27,30,34,1,6,23,362140610
11063,"181,307",10,17,18,26,32,1,5,28,348759449
11062,"237,156",6,10,17,20,21,3,7,22,326866617
11061,"282,485",6,7,16,18,20,4,10,22,325886265
11060,"128,205",3,25,29,32,34,9,10,33,327233734
11059,"204,157",9,16,21,29,34,7,10,28,328983692
11058,"12,000",1,9,27,32,33,3,6,221,303872297
11057,"186,324",7,11,30,31,34,9,12,25,426872297
11056,"75,461",3,5,29,30,31,8,10,67,414373623
11055,"155,267",1,7,31,32,35,2,10,40,419164003
11054,"137,723",5,9,16,26,35,3,10,32,392030969
11053,"427,827",3,16,28,31,32,1,9,13,372405323
11052,"82,066",13,24,31,32,33,3,9,41,349623523
11051,"200,210",6,8,12,17,18,5,10,19,360501853
11050,"84,997",4,7,29,32,33,8,10,32,360591452
11049,"90,625",5,6,10,22,25,1,9,39,357714362
11048,"12,000",13,17,25,27,28,2,3,255,361905515
11047,"320,909",2,15,22,33,35,5,8,12,386905515
11046,"32,524",9,15,16,19,29,4,6,112,381020504
11045,"106,097",13,21,22,29,31,7,11,38,387770674
11044,"50,826",11,21,24,26,31,6,7,50,371458144
11043,"34,461",2,8,23,33,35,5,10,79,361242100
11042,"95,042",6,9,18,30,32,10,12,44,349947313
11041,"168,585",4,5,11,13,25,3,6,24,341699221
11040,"262,412",3,7,15,18,20,1,6,20,348774894
11039,"264,138",1,11,14,22,34,6,8,16,327322701
11038,"276,455",7,9,11,13,33,10,12,16,326387365
11037,"228,088",1,12,14,22,24,10,12,20,322942088
11036,"197,124",3,18,29,30,33,8,9,20,313269458
11035,"425,305",3,4,13,15,32,4,9,10,298041572
11034,"171,438",3,6,9,17,27,3,9,29,279221801
11033,"207,707",3,19,24,29,33,3,9,17,256334761
11032,"92,828",7,16,23,31,33,3,10,29,254707534
11031,"172,597",12,17,19,22,35,4,11,26,250852819
11030,"12,000",15,19,25,30,33,3,8,112,232471208
11029,"129,236",3,9,17,24,28,6,12,30,283471208
11028,"148,208",1,2,13,17,28,1,4,32,286700891
11027,"55,101",5,14,25,34,35,2,5,62,266248099
11026,"320,570",1,9,15,20,29,7,9,13,272445556
11025,"81,096",8,9,25,28,29,2,10,50,254653894
11024,"220,199",12,15,16,20,33,8,12,19,247441137
11023,"259,878",5,13,16,18,24,2,12,16,238779266
11022,"167,019",9,14,24,25,34,1,4,27,235318601
11021,"83,696",1,9,13,17,30,2,8,31,216528880
11020,"119,069",9,12,19,22,28,1,5,27,204915970
11019,"29,891",8,21,23,27,33,6,11,58,190984829
11018,"242,197",16,22,24,32,34,2,10,14,204559462
11017,"172,191",16,19,24,26,31,2,4,19,190209245
11016,"86,197",15,20,30,33,35,6,9,30,177165752
11015,"85,859",8,18,19,22,23,1,3,29,164947287
11014,"254,573",2,14,20,21,24,2,9,15,155416933
11013,"86,205",5,8,14,28,30,4,6,29,139951606
11012,"51,675",3,12,19,25,30,8,11,40,127667330
11011,"112,679",2,17,23,24,30,2,9,24,132249188
11010,"271,617",4,8,10,14,27,5,7,14,120840432
11009,"172,225",9,10,11,14,24,3,8,16,104135936
11008,"67,768",1,23,26,27,30,5,6,43,98414874
11007,"51,369",14,24,32,33,35,2,9,48,104675282
11006,"96,769",2,8,16,26,35,11,12,31,93810617
11005,"346,192",1,7,25,27,30,7,12,12,148709393
11004,"147,428",7,8,10,23,25,7,9,23,130793921
11003,"118,966",1,24,27,30,31,1,6,25,116751373
11002,"22,713",11,13,27,28,29,2,6,82,114577721
11001,"83,136",7,8,15,32,34,5,12,36,106264493
10153,"106,954",6,7,16,24,35,4,6,28,108744805
10152,"92,418",2,5,18,22,23,7,12,32,106070691
10151,"30,417",1,10,32,33,35,3,8,77,97069214
10150,"229,688",5,24,28,29,35,1,9,14,162060141
10149,"159,604",5,22,24,25,30,1,6,21,148967896
10148,"197,322",3,4,8,10,35,2,6,18,148564727
10147,"299,969",1,15,19,21,23,11,12,13,133025584
10146,"60,756",14,17,30,31,34,4,10,36,117052228
10145,"52,420",18,19,27,28,33,3,6,37,108303265
10144,"234,732",2,11,16,22,31,10,11,17,131231569
10143,"169,558",10,16,18,22,27,6,8,20,114682941
10142,"106,314",10,11,19,21,27,4,6,33,116594989
10141,"34,901",5,11,17,23,33,3,10,67,112242527
10140,"40,534",6,18,20,30,31,3,6,49,123567697
10139,"95,872",3,13,16,19,29,7,9,34,115572235
10138,"61,380",8,12,14,19,27,5,6,40,127814283
10137,"18,665",22,27,28,33,35,9,11,59,136378484
10136,"43,566",3,13,18,30,33,7,8,61,163749436
10135,"251,710",14,17,19,26,32,3,4,16,168417353
10134,"12,000",9,12,13,19,30,4,5,91,152182011
10133,"310,906",11,16,17,21,22,3,6,14,154666909
10132,"357,575",18,21,23,25,29,6,11,11,146945257
10131,"184,772",10,15,22,28,29,4,12,17,141390723
10130,"139,806",5,6,9,10,34,8,11,25,127117024
10129,"12,000",14,15,24,25,26,3,7,101,113066453
10128,"23,371",6,17,19,29,35,2,8,46,128813670
10127,"299,467",3,22,24,30,33,4,10,8,153984522
10126,"462,186",3,5,9,13,33,5,11,7,152381273
10125,"302,559",1,7,9,14,19,9,12,11,139208970
10124,"228,498",1,9,27,29,34,1,6,16,124686109
10123,"28,377",18,20,30,32,33,1,11,39,110462088
10122,"297,935",5,6,11,13,26,2,7,11,117473947
10121,"87,047",21,22,31,32,34,2,12,41,127295616
10120,"85,241",8,10,18,34,35,6,10,34,136207855
10119,"72,655",5,13,14,23,26,2,3,40,152111523
10118,"99,336",19,22,23,29,35,8,10,25,137943639
10117,"117,176",4,6,21,27,34,5,9,17,145087752
10116,"88,315",14,22,27,28,35,4,10,25,145289370
10115,"304,621",5,7,10,15,32,3,8,11,136016248
10114,"229,281",3,7,22,25,35,3,11,14,134831903
10113,"21,448",5,16,22,23,32,4,10,63,120731074
10112,"72,205",14,15,18,34,35,8,10,34,122285420
10111,"213,614",3,6,13,14,29,1,2,14,110317336
10110,"12,000",21,29,30,33,35,7,11,127,107660685
10109,"154,635",1,2,8,11,25,10,12,20,135660685
10108,"892,118",1,10,13,19,34,9,12,4,131279571
10107,"481,747",14,17,22,27,34,3,5,8,115890519
10106,"36,290",5,27,28,29,34,9,12,49,100354171
10105,"69,717",5,17,26,27,35,8,9,31,100765234
10104,"110,553",14,25,30,32,33,1,11,23,110525988
10103,"93,864",10,14,29,30,35,5,8,28,99498286
10102,"236,724",4,15,19,24,35,1,10,13,101077959
10101,"199,570",11,15,22,27,35,5,8,15,91341852
10100,"114,588",19,20,30,33,35,6,8,26,83319869
10099,"168,600",3,11,17,21,30,1,8,21,85858323
10098,"141,962",2,3,12,13,25,1,7,21,71443015
10097,"191,350",9,17,21,28,29,2,8,12,76027560
10096,"167,960",4,9,24,30,35,1,10,16,66555735
10095,"235,946",12,14,16,19,25,1,6,12,64588531
10094,"12,000",20,32,33,34,35,6,7,161,52909187
10093,"203,039",2,4,9,28,29,5,8,15,133909187
10092,"36,065",2,15,29,30,34,2,12,44,131117725
10091,"272,479",6,10,23,26,31,5,7,14,139768200
10090,"62,207",8,24,26,31,32,7,9,24,124236856
10089,"115,956",4,10,13,18,23,8,10,21,118078333
10088,"118,923",3,5,14,30,35,3,6,20,108164091
10087,"73,295",1,12,20,21,24,2,8,29,98174483
10086,"148,062",1,2,12,19,35,5,7,17,94543919
10085,"257,885",2,10,16,18,34,2,3,12,83772375
10084,"232,489",3,13,14,22,26,2,5,11,71587264
10083,"126,432",7,11,21,22,35,4,7,19,70427784
10082,"76,811",5,8,24,29,30,4,6,27,59997130
10081,"185,402",14,18,20,24,27,5,10,15,58837329
10080,"13,323",8,19,27,29,34,4,10,42,57991262
10079,"309,554",1,4,21,22,24,2,5,12,73622943
10078,"80,283",2,3,15,28,35,1,11,37,64693013
10077,"1,018,831",6,7,9,17,24,2,12,3,68192388
10076,"525,989",9,12,16,19,35,2,12,7,54438161
10075,"246,391",10,12,17,23,27,5,7,12,47447468
10074,"97,485",3,7,20,27,32,2,12,21,35805486
10073,"250,992",4,9,11,30,32,1,11,13,26812404
10072,"121,112",5,10,17,23,25,3,10,18,17882324
10071,"12,000",7,12,26,30,32,2,7,66,24617245
10070,"68,468",5,14,23,25,28,11,12,31,88617245
10069,"15,892",6,17,18,25,29,8,9,59,79271311
10068,"210,737",11,17,19,20,34,6,10,12,85182926
10067,"12,000",1,11,19,30,32,3,10,78,73803088
10066,"662,614",15,21,22,24,27,1,6,5,75835656
10065,"40,915",5,8,13,14,32,8,11,34,60429879
10064,"166,320",7,10,12,20,21,6,9,16,54844960
10063,"198,950",7,14,16,30,31,3,6,15,68246190
10062,"57,081",6,7,18,30,31,7,8,36,73712297
10061,"239,910",5,12,14,17,22,5,7,13,78749467
10060,"396,191",10,13,22,33,34,1,5,6,65434443
10059,"453,305",6,10,14,25,34,1,3,6,54737276
10058,"436,453",6,15,17,19,30,1,12,9,46478096
10057,"165,506",15,17,24,32,35,7,9,14,30765762
10056,"65,392",5,9,23,25,30,9,12,27,19842358
10055,"146,291",13,14,17,27,32,2,10,18,17338573
10054,"40,850",12,25,29,30,33,10,11,39,14147277
10053,"12,000",9,19,22,26,34,9,11,95,7621421
10052,"248,645",4,6,25,29,32,5,6,14,42621421
10051,"148,711",6,10,20,24,32,6,10,19,28448605
10050,"85,847",7,8,15,30,35,5,10,29,21849145
10049,"75,276",1,25,29,31,33,4,10,17,49354330
10048,"170,022",2,3,10,12,25,3,9,11,72386113
10047,"96,524",4,8,11,30,31,2,8,18,64225019
10046,"83,289",2,15,19,26,27,5,6,27,61840857
10045,"137,951",8,17,18,20,28,9,10,19,57470828
10044,"302,774",6,21,24,28,30,2,7,10,44227484
10043,"158,678",5,8,10,33,35,2,10,16,46829711
10042,"62,267",1,5,19,34,35,6,7,38,40523882
10041,"40,983",16,22,28,29,34,4,12,41,36230442
10040,"61,057",13,20,26,31,35,2,11,38,33361660
10039,"65,559",7,19,26,28,32,1,8,34,42737714
10038,"185,621",8,10,25,29,33,1,2,15,33493844
10037,"70,901",19,21,26,34,35,1,9,33,25964395
10036,"207,341",19,25,28,31,33,1,8,14,21392744
10035,"304,346",14,16,20,31,34,1,7,9,13641244
10034,"132,084",1,6,19,25,26,3,9,21,0
10033,"12,000",12,19,28,29,30,5,8,79,10000000
10032,"184,703",13,16,23,24,33,7,11,14,25528100
10031,"316,159",5,13,16,17,35,6,8,9,20000000
10030,"12,000",10,12,19,32,35,2,7,54,20000000
10029,"12,000",21,22,33,34,35,3,4,370,23158451
10028,"359,260",1,2,7,20,35,1,3,10,78158451
10027,"12,000",5,23,26,32,34,2,9,41,63069499
10026,"165,009",5,23,25,31,35,7,10,17,86090953
10025,"104,563",9,11,13,14,25,1,7,30,82829054
10024,"49,990",3,14,19,24,25,4,11,32,89654080
10023,"39,363",11,13,29,32,33,2,8,43,105649877
10022,"200,680",2,11,13,14,25,2,5,16,116363243
10021,"74,150",11,20,23,24,25,7,9,29,101613245
10020,"107,558",8,18,26,32,33,1,6,22,145273416
10019,"107,069",3,11,19,26,27,2,9,26,135673799
10018,"145,072",3,10,26,32,33,4,12,20,136398415
10017,"99,354",13,21,23,27,34,9,12,24,123885908
10016,"197,242",10,12,20,23,32,4,10,17,122313595
10015,"109,302",3,10,14,18,28,8,10,22,118407987
10014,"341,428",18,19,30,33,35,2,4,9,117407301
10013,"137,538",18,21,22,26,34,9,12,21,105115884
10012,"75,900",20,24,30,31,33,5,12,30,92737376
10011,"86,801",2,3,11,27,32,8,11,31,93686243
10010,"98,422",15,22,24,32,35,2,9,23,80080060
10009,"167,305",2,5,13,27,32,3,11,18,84598107
10008,"117,901",11,23,25,31,32,5,11,21,76422792
10007,"45,047",7,23,26,29,32,8,11,45,71607483
10006,"259,934",3,13,19,30,34,2,5,13,89093591
10005,"146,636",4,17,19,22,30,2,3,21,79667245
10004,"55,470",3,6,21,24,34,4,6,45,71469926
10003,"164,367",5,14,23,27,30,2,8,21,65611514
10002,"372,352",4,23,25,26,30,7,10,8,59188235
10001,"72,700",2,6,7,12,27,2,8,33,45504266
09153,"186,275",21,22,30,32,34,3,7,18,45689732
09152,"352,694",1,23,29,30,32,7,12,9,32697004
09151,"12,000",3,8,14,30,31,4,9,102,2716865
09150,"82,821",4,11,18,25,34,5,7,32,65000723
09149,"142,617",1,3,10,12,20,2,7,14,52825988
09148,"85,699",2,4,13,14,33,1,9,28,54696815
09147,"32,480",6,12,18,22,29,5,8,39,48191714
09146,"209,498",11,17,23,24,25,3,6,15,52710568
09145,"97,270",5,11,14,22,35,3,10,28,43098036
09144,"12,222",18,26,32,33,34,4,6,64,36571512
09143,"176,427",1,9,10,11,22,1,12,17,48445532
09142,"15,911",5,6,13,24,31,3,11,72,44007409
09141,"106,970",13,14,21,30,33,2,8,22,103935745
09140,"47,859",7,8,19,26,30,1,12,49,98666575
09139,"223,248",14,16,20,22,32,5,9,18,92503373
09138,"95,998",3,4,14,28,32,9,10,28,80927196
09137,"23,720",12,28,29,30,34,1,9,38,90767377
09136,"26,476",7,13,23,24,29,6,10,57,101611149
09135,"57,355",6,8,15,20,32,5,6,35,107893793
09134,"103,180",2,16,19,28,33,7,11,23,107370438
09133,"158,361",1,8,24,27,34,10,11,20,111334356
09132,"530,001",2,10,12,15,28,4,7,7,106963054
09131,"74,232",2,3,8,33,34,3,11,28,98050516
09130,"424,283",9,14,25,32,34,2,8,10,88919860
09129,"43,828",2,10,18,32,33,3,8,46,77054592
09128,"250,198",6,21,28,32,34,4,7,10,97634482
09127,"125,819",5,9,27,32,34,5,8,24,87126140
09126,"165,026",14,23,27,28,33,8,12,17,102312718
09125,"337,839",8,20,23,29,31,2,11,10,90678364
09124,"177,812",1,3,14,32,35,7,11,17,76489108
09123,"41,195",10,21,28,29,32,6,10,41,63953316
09122,"258,290",1,2,11,31,33,5,6,12,56878026
09121,"291,839",4,5,8,11,22,2,10,14,54673809
09120,"173,392",11,23,27,28,32,2,5,19,107904920
09119,"324,806",3,12,22,23,28,4,12,9,98097859
09118,"239,502",10,17,18,21,34,5,11,14,92730021
09117,"27,843",7,21,29,31,33,9,10,33,82939167
09116,"84,622",12,15,23,30,33,9,12,29,93319627
09115,"1,013,097",1,2,6,8,26,5,12,4,95879579
